ccaa,ano,esp_esp,esp_quir,g_seguros_nom,g_dental,g_paramed,g_medicos,pib_pc,ipc_seguros,g_seguros_real,g_bolsillo_total,ipc_sanidad,g_bolsillo_real,g_dental_real,g_paramed_real,g_medicos_real,log_gasto_real,log_pib_pc,espera_lag1,espera_lag2,dummy_covid,espera_alta,pob_65_pct
andalucia,2016,54.0,76.0,124.95,367.25,65.42,33.1,17865.0,77.23108333333333,161.78719060654552,465.77,90.02616666666667,517.3718011615141,407.9369516640532,72.66776141010854,36.767088087352384,5.086281833422112,9.79059877045751,,,0,0,16.0
andalucia,2017,56.0,78.0,118.29,387.05,80.26,84.76,18691.0,79.95283333333333,147.9497286942093,552.07,90.33725,611.1211045277557,428.4500579771911,88.84485635770406,93.82619019286064,4.996872545077787,9.835797403566175,54.0,,0,0,16.3
andalucia,2018,176.0,214.0,144.22,394.49,66.93,59.25,19291.0,81.80033333333334,176.3073500107986,520.6700000000001,90.35783333333336,576.2311697749873,436.58638708689705,74.07216124040158,65.57262144768853,5.172228778896681,9.867393944887889,56.0,54.0,0,1,16.7
andalucia,2019,131.0,161.0,151.32,357.16,76.13,74.24,19744.0,83.9165,180.3221059028916,507.53,91.26658333333334,556.0961980425474,391.3370994677679,83.41497755202478,81.34412102275476,5.194744728921649,9.890604926705114,176.0,56.0,0,1,17.1
andalucia,2020,112.0,188.0,147.7,331.78,57.02,36.09,17772.0,85.4445,172.86074586427443,424.89,91.81741666666666,462.7553414430269,361.3475656851596,62.10150761157334,39.30626814629397,5.1524863331611535,9.7853794640558,131.0,176.0,1,1,17.5
andalucia,2021,105.0,128.0,176.94,412.74,88.82,48.85,19591.0,87.67916666666667,201.8039252958228,550.41,92.49083333333334,595.0968113957238,446.2496283415473,96.03113822090477,52.81604483327176,5.307296559146699,9.882825556088031,112.0,131.0,0,1,17.9
andalucia,2022,123.0,134.0,191.86,447.54,91.02,87.14,21569.0,90.23133333333334,212.631236747028,625.7,93.22208333333332,671.1928951026447,480.0793803328075,97.63780935311286,93.4757054167244,5.359559382429423,9.979012377622372,105.0,112.0,0,1,18.2
andalucia,2023,143.0,174.0,195.54,484.78,88.4,80.4,23165.0,92.9385,210.39719814716184,653.5799999999999,95.77341666666666,682.4231845823606,506.1738600046464,92.30118656794988,83.94813800976438,5.34899716398383,10.05039779785075,123.0,105.0,0,1,18.5
andalucia,2024,150.0,176.0,218.02,526.32,166.27,105.61,,96.26141666666666,226.4874209725773,798.2,97.414,819.3894101463857,540.2919498224076,170.68388527316404,108.41357505081406,5.422689406835965,,143.0,123.0,0,1,18.8
aragon,2016,79.0,99.0,149.09,445.5,65.14,,26243.0,77.72233333333334,191.8238858843661,510.64,90.0755,566.9022098128792,494.5850980566303,72.31711175624893,,5.256577690067538,10.175154565791225,,,0,0,20.8
aragon,2017,91.0,89.0,181.97,411.45,90.07,,27357.0,80.48808333333334,226.0831572375621,501.52,90.25941666666668,555.6428553622752,455.8527134287927,99.79014193348247,,5.420902883973004,10.216727716601776,79.0,,0,0,21.1
aragon,2018,90.0,90.0,176.99,392.75,78.52,,28281.0,82.32483333333333,214.9898066399568,471.27,90.67591666666668,519.7300643041012,433.1359576366749,86.59410666742637,,5.370590616026782,10.24994548006426,91.0,79.0,0,0,21.3
aragon,2019,100.0,113.0,196.25,359.61,113.4,,29043.0,84.42741666666666,232.4481877431206,473.01,91.34291666666668,517.8398252008229,393.6922676908901,124.1475575099328,,5.4486673517763275,10.27653276938818,90.0,91.0,0,0,21.5
aragon,2020,147.0,180.0,240.23,401.9,72.67,,27003.0,85.9465,279.511091202085,474.57,92.46391666666666,513.2488619434429,434.65604150087376,78.59282044256905,,5.633041974105096,10.203703249925194,100.0,90.0,1,1,21.8
aragon,2021,160.0,183.0,227.31,518.88,93.51,,29144.0,88.18541666666665,257.7637080961044,612.39,92.70216666666666,660.599446614876,559.7280178636602,100.87142875121582,,5.5520433051728935,10.2800043386884,147.0,100.0,0,1,22.0
aragon,2022,80.0,128.0,258.23,575.34,108.75,,32717.0,90.80183333333332,284.3885310685724,684.09,94.25516666666664,725.7851470564833,610.4068565648922,115.3782904915911,,5.650341370352833,10.395650099471604,160.0,147.0,0,0,22.3
aragon,2023,106.0,146.0,263.2,609.05,128.04,,34742.0,93.40316666666666,281.78916132393795,737.0899999999999,96.53875,763.5172404863332,630.8865610959331,132.63067939040022,,5.641159136425164,10.455704608661868,80.0,160.0,0,1,22.5
aragon,2024,128.0,144.0,294.74,598.37,221.1,,,96.5125,305.39049345939645,819.47,98.47083333333336,832.1956586129564,607.6621673084245,224.53349130453176,,5.721591264138274,,106.0,80.0,0,1,22.7
asturias,2016,71.0,73.0,87.41,433.02,105.86,,20913.0,75.21458333333334,116.214165027837,538.88,96.01533333333332,561.2436902439194,450.9904668004416,110.2532234434778,,4.755434739121198,9.94812625415451,,,0,0,23.1
asturias,2017,69.0,70.0,73.66,422.55,107.41,35.52,21897.0,78.02358333333333,94.4073533322724,565.48,95.82391666666666,590.1240730610922,440.96506874153727,112.09101416052184,37.06799015903302,4.547618965586747,9.994104920119742,71.0,,0,0,23.5
asturias,2018,62.0,73.0,88.79,409.95,101.54,,22651.0,79.89141666666667,111.1383471524371,511.49,95.1675,537.4628943704521,430.7668058948696,106.69608847558251,,4.710775795979782,10.027959280046968,69.0,71.0,0,0,23.9
asturias,2019,78.0,83.0,114.28,372.58,103.1,,23220.0,82.0345,139.30724268448031,475.68,95.66308333333332,497.2451058706904,389.4710341937896,107.7740716769008,,4.936681872861861,10.052769255251883,62.0,69.0,0,0,24.3
asturias,2020,37.0,60.0,109.04,314.48,82.67,,21069.0,83.58024999999999,130.46144274514614,397.15,96.3845,412.0475802644616,326.2765278649576,85.77105239950407,,4.871077725214866,9.95555804482713,78.0,62.0,1,0,24.7
asturias,2021,79.0,95.0,127.97,404.19,165.22,,23446.0,85.78949999999999,149.1674389056936,569.41,95.52191666666666,596.1040354613209,423.138494394393,172.96554106692795,,5.005069426054809,10.062455183631773,37.0,78.0,0,0,25.0
asturias,2022,81.0,94.0,117.98,510.36,141.14,106.47,26544.0,88.15016666666666,133.83979232408333,757.97,95.68008333333334,792.1920357859219,533.4025454618298,147.5124133287927,111.27707699529942,4.896643505004347,10.186559012430228,79.0,37.0,0,0,25.3
asturias,2023,100.0,98.0,132.34,562.65,133.74,,28130.0,91.23433333333332,145.05504141350298,696.39,96.36983333333336,722.6223973961422,583.8445294948799,138.7778679012623,,4.97711326634745,10.244591901483902,81.0,79.0,0,0,25.6
asturias,2024,97.0,90.0,197.05,794.19,224.22,113.19,,95.33691666666668,206.68803532734344,1131.6,98.40683333333334,1149.9201444344142,807.0476135634212,227.8500307397352,115.0225001312578,5.331210580771163,,100.0,81.0,0,0,25.9
canarias,2016,117.0,182.0,147.14,369.8,50.1,61.91,19450.0,76.41491666666666,192.55402795483863,481.81000000000006,92.71483333333332,519.6687333382469,398.857428422996,54.0366608004113,66.77464411483959,5.26037677904933,9.875602349046591,,,0,1,14.9
canarias,2017,123.0,177.0,160.94,235.08,39.99,37.68,20296.0,79.14333333333333,203.3525670724003,312.75,92.80908333333332,336.98210214697013,253.2941728943557,43.08845488363657,40.59947436897789,5.314941256185037,9.918179101279115,117.0,,0,1,15.2
canarias,2018,117.0,140.0,147.08,260.37,52.08,35.6,20853.0,81.00233333333334,181.5750163575535,348.05,92.56983333333334,375.986417461412,281.26873585527323,56.26022876423025,38.45745284190854,5.2016688815792635,9.945253101768596,123.0,117.0,0,1,15.6
canarias,2019,122.0,133.0,186.06,297.54,48.17,69.61,21159.0,83.13383333333333,223.80779586329675,415.3200000000001,92.65341666666669,448.2511438236224,321.13224822614023,51.9894481315224,75.12944746595961,5.410787629334121,9.959820625876288,117.0,123.0,0,1,16.0
canarias,2020,134.0,151.0,161.46,277.59,40.97,46.43,17239.0,84.672,190.6887755102041,364.99,92.88308333333332,392.9563779554404,298.8595878151475,44.1092161561533,49.98757398413956,5.250642651462471,9.75492953789498,122.0,117.0,1,1,16.4
canarias,2021,118.0,144.0,188.33,241.33,102.46,41.94,19021.0,86.89708333333334,216.72764237388097,385.73,93.14925,414.09887894964265,259.07884389836744,109.99551794566248,45.024517105612766,5.378641460969598,9.85329891095284,134.0,122.0,0,1,16.7
canarias,2022,121.0,157.0,233.29,331.89,79.07,71.73,22238.0,89.36175000000001,261.0624791927194,482.69,94.139,512.7417967048726,352.5531395064745,83.99281912916007,76.19583806923805,5.564759762555095,10.009557816263197,118.0,134.0,0,1,17.1
canarias,2023,149.0,147.0,255.65,272.74,98.03,39.03,24256.0,92.2285,277.1919742812688,409.8,96.19175,426.02406131502966,283.5378293876554,101.9110266732854,40.57520525408884,5.624710314087332,10.096419288442098,121.0,118.0,0,1,17.4
canarias,2024,157.0,122.0,279.98,560.83,215.3,87.36,,95.87766666666668,292.0179534337159,863.4900000000001,98.1325,879.9225536901639,571.5028150714596,219.39724352278807,89.02249509591624,5.676815284740236,,149.0,121.0,0,1,17.7
cantabria,2016,75.0,89.0,115.36,410.75,117.05,,22072.0,79.06175,145.91126556141242,527.8,88.34425,597.4355999400074,464.94254012004177,132.49305981996565,,4.982998666813892,10.00206511589712,,,0,0,20.5
cantabria,2017,77.0,86.0,118.26,310.51,104.34,,22922.0,81.88508333333334,144.42190834513,414.85,88.74900000000001,467.4418866691456,349.87436478157497,117.56752188757056,,4.972738934792055,10.039852427056644,75.0,,0,0,20.8
cantabria,2018,67.0,87.0,111.72,383.99,82.53,,23818.0,83.67808333333333,133.5116622532583,466.52,89.04683333333332,523.9040879237705,431.2225214821415,92.68156644162904,,4.894188831727152,10.078196876327942,77.0,75.0,0,0,21.1
cantabria,2019,73.0,101.0,113.17,502.73,77.45,,24515.0,85.72816666666667,132.01028833386147,580.1800000000001,90.64175,640.0803161898353,554.6340400532868,85.44627613654856,,4.88287986147225,10.107040454085334,67.0,77.0,0,0,21.4
cantabria,2020,66.0,145.0,95.73,438.0,60.04,,22279.0,87.21108333333335,109.76815829027846,498.04,92.1135,540.6807905464455,475.5003338272892,65.18045671915625,,4.698370489661768,10.011399809730523,73.0,67.0,1,0,21.8
cantabria,2021,70.0,146.0,91.79,538.61,100.18,,24303.0,89.45549999999999,102.60967743738507,638.79,93.27008333333332,684.8819869893973,577.4734842629961,107.4085027264012,,4.630932250290432,10.0983550784986,66.0,73.0,0,0,22.1
cantabria,2022,91.0,154.0,95.2,465.0,93.72,,26506.0,92.27141666666668,103.17387923490212,558.72,94.207,593.076947572898,493.5938942966022,99.48305327629582,,4.636415712821246,10.185126401440623,70.0,66.0,0,0,22.4
cantabria,2023,90.0,173.0,123.38,635.37,103.19,,28392.0,94.59483333333333,130.4299565339192,738.56,95.32466666666666,774.7837215970683,666.5326218467413,108.25109975032696,,4.870836351129964,10.253862694326331,91.0,70.0,0,0,22.7
cantabria,2024,77.0,151.0,155.64,737.74,216.13,,,97.15183333333331,160.2028440019145,953.87,97.71141666666666,976.211411665474,755.0192445952665,221.1921670702076,,5.076440787297619,,90.0,91.0,0,0,23.0
castilla y leon,2016,59.0,107.0,77.02,374.94,70.24,,22369.0,76.87416666666667,100.18970395343038,445.18,90.90516666666667,489.7191395428569,412.45180416954656,77.26733537331027,,4.607065428415328,10.015431350758112,,,0,0,24.0
castilla y leon,2017,70.0,78.0,106.95,366.65,71.78,,23076.0,79.73316666666666,134.1348957669226,438.43,91.88166666666666,477.1680966460484,399.04587422227866,78.1222224237697,,4.898845978411327,10.04654839537678,59.0,,0,0,24.4
castilla y leon,2018,62.0,65.0,109.88,420.14,67.55,,24216.0,81.58458333333333,134.68230823838246,487.69,92.15433333333333,529.2100570419911,455.9091089946937,73.30094804729748,,4.902918732833137,10.094768850701554,70.0,59.0,0,0,24.8
castilla y leon,2019,66.0,94.0,111.3,358.67,80.09,,24849.0,83.70516666666667,132.96670257311874,438.76,92.88166666666666,472.3860108740513,386.1580146781748,86.22799619587649,,4.890098740284218,10.120572789266374,62.0,70.0,0,0,25.1
castilla y leon,2020,114.0,152.0,110.76,370.99,56.61,,22934.0,85.23674999999999,129.94395023273415,427.6,93.36,458.0119965724079,397.3757497857755,60.636246786632384,,4.867103205426919,10.04037580459825,66.0,62.0,1,1,25.5
castilla y leon,2021,77.0,144.0,116.25,493.69,107.36,,25020.0,87.46883333333334,132.90448216793408,601.05,94.544,635.7357420883397,522.1801489253681,113.55559316297176,,4.889630691019073,10.127430784020902,114.0,66.0,0,0,25.8
castilla y leon,2022,95.0,123.0,138.06,468.72,131.02,,27511.0,89.99616666666668,153.4065339820029,599.74,95.24833333333332,629.6593116240003,492.1030989168664,137.556212707134,,5.033091482432838,10.22234120367599,77.0,114.0,0,0,26.1
castilla y leon,2023,90.0,116.0,147.42,412.26,105.4,66.38,29273.0,92.74691666666666,158.9486802346529,584.04,97.08725,601.561997069646,424.6283626325804,108.5621438448406,68.37149059222504,5.06858138430034,10.28442086845496,95.0,77.0,0,0,26.4
castilla y leon,2024,89.0,95.0,155.07,523.25,169.29,92.99,,96.15825,161.26541404403676,785.53,98.48566666666666,797.6084506374871,531.2955861597458,171.89303350402935,94.41983097371192,5.083051542078127,,90.0,95.0,0,0,26.7
castilla-la mancha,2016,42.0,162.0,88.9,390.42,44.72,,19149.0,74.544,119.25842455462548,435.14,90.98041666666666,478.2787504636987,429.1253154296026,49.15343503409617,,4.78129277343351,9.860005773924168,,,0,0,19.7
castilla-la mancha,2017,46.0,163.0,90.93,318.51,57.07,,20043.0,77.35758333333334,117.5450370627314,375.58,91.52766666666668,410.3458699191137,347.993138686663,62.35273123245065,,4.766821554296681,9.905635244593586,42.0,,0,0,20.0
castilla-la mancha,2018,41.0,134.0,73.04,332.17,54.05,,20811.0,79.22725,92.19050263640352,386.22,91.73666666666666,421.0094109952401,362.0907670506159,58.91864394462411,,4.523857116974873,9.94323697205341,46.0,42.0,0,0,20.3
castilla-la mancha,2019,42.0,163.0,84.81,346.71,73.84,,21264.0,81.374,104.2224789244722,420.55,92.16333333333334,456.3094506130421,376.1908206445079,80.11862996853412,,4.646527834694957,9.964770780953026,41.0,46.0,0,0,20.6
castilla-la mancha,2020,51.0,286.0,87.94,270.07,53.57,,19675.0,82.92066666666666,106.05317532420544,323.64,92.74125,348.9709271764183,291.2080654509185,57.76286172549972,,4.6639406223277025,9.887104073285604,42.0,41.0,1,0,21.0
castilla-la mancha,2021,69.0,113.0,86.79,464.58,60.04,,21515.0,85.11941666666667,101.96263484731745,524.62,93.59558333333332,560.5179019309138,496.3695758435895,64.14832608732428,,4.624606421144568,9.9765056452727,51.0,42.0,0,0,21.3
castilla-la mancha,2022,61.0,106.0,111.71,476.27,68.08,,24156.0,87.42491666666666,127.77821730837604,544.35,94.11466666666666,578.3901906893718,506.0529000085003,72.33729068087156,,4.850296083819842,10.092288075427792,69.0,51.0,0,0,21.6
castilla-la mancha,2023,60.0,102.0,136.45,449.47,84.18,,25090.0,90.63708333333334,150.5454445154439,533.6500000000001,95.98766666666668,555.9568416775767,468.2580748221126,87.69876685546407,,5.014264995522366,10.130224639360469,61.0,69.0,0,0,21.9
castilla-la mancha,2024,60.0,113.0,156.54,611.05,199.32,,,95.01075,164.76030343934767,810.3699999999999,98.07066666666668,826.3123190080622,623.0711187850937,203.24120022296847,,5.104491711271377,,60.0,61.0,0,0,22.2
cataluna,2016,138.0,173.0,365.48,404.36,71.96,64.56,28781.0,73.10133333333333,499.96352095721016,540.88,89.24675,606.0500802550233,453.0809245154585,80.63038710093083,72.3387686386339,6.214535137675042,10.267470726189352,,,0,1,17.5
cataluna,2017,98.0,148.0,413.57,395.34,68.89,76.38,29770.0,75.68391666666666,546.4437072165267,540.6099999999999,90.34325,598.3955635866541,437.5977175937328,76.25362160427038,84.54422438865106,6.303431296302925,10.301256454009822,138.0,,0,0,17.8
cataluna,2018,91.0,151.0,448.98,427.67,83.53,73.75,30525.0,77.55024999999999,578.9536461842483,584.95,91.04125,642.5109497068638,469.7540949844165,91.74961899139127,81.00723573105599,6.361222415964434,10.326301298978905,98.0,138.0,0,0,18.1
cataluna,2019,101.0,155.0,441.18,452.7,82.32,81.75,31300.0,79.69425,553.5907546654871,616.77,91.88708333333334,671.2260065569607,492.6698982900208,89.58821742265188,88.96789084428805,6.3164257037765195,10.351373376528244,91.0,98.0,0,1,18.4
cataluna,2020,152.0,190.0,481.44,385.13,66.69,,27796.0,81.23875,592.6235940360973,451.82,91.89058333333332,491.6934723996928,419.118027146416,72.57544525327677,,6.384559448785125,10.232647404434218,101.0,91.0,1,1,18.7
cataluna,2021,93.0,156.0,499.7,510.38,90.35,132.99,30360.0,83.40616666666666,599.1163722906181,733.72,92.67075,791.7492844290135,550.745515710189,97.49570387635796,143.50806484246647,6.3954558568597175,10.320881231509569,152.0,101.0,0,0,19.0
cataluna,2022,94.0,154.0,524.62,581.27,118.81,76.77,33043.0,85.5905,612.9418568649558,776.8499999999999,94.26216666666666,824.1376444773707,616.6524922512214,126.04208475298503,81.44306747316439,6.418270081298918,10.405565022544408,93.0,152.0,0,0,19.2
cataluna,2023,97.0,138.0,544.54,587.04,132.59,108.02,35600.0,89.11825,611.0308494612494,827.65,96.78925,855.1052932014661,606.5136365867077,136.98835356199166,111.6033030527667,6.415147448013624,10.480100916840122,94.0,93.0,0,0,19.5
cataluna,2024,110.0,145.0,569.98,737.29,200.45,112.5,,94.17633333333332,605.2263661429446,1050.24,98.851,1062.4475220281029,745.8599306026241,202.77994152815856,113.80764989732022,6.405602546964809,,97.0,94.0,0,1,19.7
comunidad valenciana,2016,48.0,88.0,136.08,365.63,76.98,49.08,21110.0,75.20441666666666,180.9468193911484,491.69,89.03808333333332,552.224375899077,410.64450885716514,86.45738668004424,55.12248036186763,5.198203172575073,9.957502140842369,,,0,0,17.8
comunidad valenciana,2017,51.0,82.0,155.89,392.45,96.78,77.82,21996.0,77.97433333333333,199.9247615668404,567.05,89.90883333333333,630.6944256496859,436.4977115707949,107.6423710684712,86.55434301041981,5.297941103604215,9.998615897627705,48.0,,0,0,18.1
